Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Status Category,Status Category Changed
FE-S5-01: WithdrawScreen,SBS-85,10191,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Quang Nguyễn,712020:52fd5a54-b2c3-407c-a5ad-9ab2de255e65,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:32 PM,15/Jul/26 4:07 PM,15/Jul/26 4:04 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i00107:,SPRINT 5,,,3.0,,,Done,15/Jul/26 4:07 PM
QA-S9-01: Test budget,SBS-78,10184,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:32 PM,15/Jul/26 2:32 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i000yn:,SPRINT 9,,,3.0,,,To Do,15/Jul/26 2:32 PM
BE-S5-04: Update transaction,SBS-77,10183,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:32 PM,15/Jul/26 4:07 PM,15/Jul/26 4:03 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000yf:,SPRINT 5,,,2.0,,,Done,15/Jul/26 4:07 PM
"BE-S7-01: Soft delete danh mục con (CategoryItem)
",SBS-75,10181,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,15/Jul/26 2:31 PM,15/Jul/26 4:09 PM,15/Jul/26 4:18 PM,,,0,,,Trường Giang Nguyễn,712020:87ac96f3-d706-4853-927a-b435d5d18746,,,,,,,,,,,0|i000xz:,SPRINT 7,,,,,,To Do,15/Jul/26 2:31 PM
BE-S5-03: History API,SBS-70,10176,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:31 PM,15/Jul/26 4:07 PM,15/Jul/26 4:03 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000wv:,SPRINT 5,,,2.0,,,Done,15/Jul/26 4:07 PM
FE-S9-02: Progress UI,SBS-69,10175,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:31 PM,15/Jul/26 2:31 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i000wn:,SPRINT 9,,,2.0,,,To Do,15/Jul/26 2:31 PM
BE-S5-02: Giới hạn rút,SBS-65,10171,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:30 PM,15/Jul/26 4:07 PM,15/Jul/26 4:02 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000vr:,SPRINT 5,,,3.0,,,Done,15/Jul/26 4:07 PM
FE-S9-01: Set budget UI,SBS-57,10163,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:30 PM,15/Jul/26 2:30 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i000tz:,SPRINT 9,,,3.0,,,To Do,15/Jul/26 2:30 PM
BE-S5-01: Withdraw PayOS,SBS-56,10162,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:30 PM,15/Jul/26 4:07 PM,15/Jul/26 4:02 PM,15/Jul/26 4:07 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000tr:,SPRINT 5,,,5.0,,,Done,15/Jul/26 4:07 PM
QA-S4-02: Test bank,SBS-51,10157,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:29 PM,15/Jul/26 4:01 PM,15/Jul/26 3:59 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kf:4,SPRINT 4,,,2.0,,,Done,15/Jul/26 4:01 PM
BE-S9-03: Alert,SBS-49,10155,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:29 PM,15/Jul/26 2:29 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i000s7:,SPRINT 9,,,2.0,,,To Do,15/Jul/26 2:29 PM
QA-S4-01: Test nạp SePay,SBS-44,10150,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:29 PM,15/Jul/26 4:01 PM,15/Jul/26 3:58 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kf:9,SPRINT 4,,,3.0,,,Done,15/Jul/26 4:01 PM
FE-S4-04: Home carousel,SBS-39,10145,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:28 PM,15/Jul/26 4:01 PM,15/Jul/26 3:57 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kf:i,SPRINT 4,,,2.0,,,Done,15/Jul/26 4:01 PM
FE-S4-03: Refresh sau nạp,SBS-34,10140,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:28 PM,15/Jul/26 4:01 PM,15/Jul/26 3:57 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kg:,SPRINT 4,,,2.0,,,Done,15/Jul/26 4:01 PM
FE-S4-02: TopUp Checkout,SBS-28,10134,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:27 PM,15/Jul/26 4:01 PM,15/Jul/26 3:57 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000nj:,SPRINT 4,,,3.0,,,Done,15/Jul/26 4:01 PM
FE-S4-01: Add Bank,SBS-24,10130,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:27 PM,15/Jul/26 4:01 PM,15/Jul/26 3:56 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kh:,SPRINT 4,,,3.0,,,Done,15/Jul/26 4:01 PM
BE-S4-04: Chống trùng webhook,SBS-17,10123,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:25 PM,15/Jul/26 4:01 PM,15/Jul/26 3:56 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kj:,SPRINT 4,,,2.0,,,Done,15/Jul/26 4:01 PM
BE-S9-02: Progress,SBS-16,10122,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:25 PM,15/Jul/26 2:25 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i000kv:,SPRINT 9,,,3.0,,,To Do,15/Jul/26 2:25 PM
BE-S4-03: SePay webhook,SBS-14,10120,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:25 PM,15/Jul/26 4:01 PM,15/Jul/26 3:55 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000kf:,SPRINT 4,,,5.0,,,Done,15/Jul/26 4:01 PM
BE-S9-01: Budget entity,SBS-9,10115,Feature,To Do,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,15/Jul/26 2:24 PM,15/Jul/26 2:25 PM,,,,0,,,Bùi Quang Hiếu,712020:8598f7d9-9974-4bb0-afd5-f34c02905b33,,,,,,,,,,,0|i000jb:,SPRINT 9,,,3.0,,,To Do,15/Jul/26 2:24 PM
BE-S4-02: Top-up QR,SBS-8,10114,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:24 PM,15/Jul/26 4:01 PM,15/Jul/26 3:55 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000j3:,SPRINT 4,,,3.0,,,Done,15/Jul/26 4:01 PM
BE-S4-01: BankAccount CRUD ,SBS-2,10108,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,15/Jul/26 2:17 PM,15/Jul/26 4:01 PM,15/Jul/26 3:54 PM,15/Jul/26 4:01 PM,,0,,,TrungHoang lê,712020:55551c28-ba57-4442-a23d-17b4aa99887f,,,,,,,,,,,0|i000hz:,SPRINT 4,,,3.0,,,Done,15/Jul/26 4:01 PM
BE-S1-01: Khởi tạo Spring Boot multi-module,SBS-1,10107,Feature,Done,SBS,Sprint_Backlog_SmartSpend,software,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,Medium,Done,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,15/Jul/26 2:14 PM,15/Jul/26 3:04 PM,,15/Jul/26 3:04 PM,,0,,,tranvinhtri2705,712020:9712f75f-c53b-43bc-94e9-d5939d878070,,,,,,,,,,,0|i000hr:,SPRINT 1,,,3.0,,,Done,15/Jul/26 3:04 PM
